id,name,title,company,seniority_tier,industry_vertical,icp_score,source,linkedin_url,email,company_size,funding_stage,persona_summary,context_hook,personalization_themes,confidence_flag,assigned_to,outreach_status,in_sequence,enrichment_status,validation_notes
36,Alok Jain,Co-founder,Clientjoy,C-Suite,SaaS/B2B,5,mock,https://www.linkedin.com/in/alok-jain/,alok.jain@clientjoy.com,11–50,series_a,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,MEDIUM,,pending,False,enriched,Output doesn't reference contact's company or role — too generic
37,Kavya Rao,CEO,Sprinto,C-Suite,SaaS/B2B,5,mock,https://www.linkedin.com/in/kavya-rao/,kavya.rao@sprinto.com,201–500,series_c,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,HIGH,,pending,False,enriched,
29,Aditya Bansal,Chief Revenue Officer,RazorX,C-Suite,Fintech,5,mock,https://www.linkedin.com/in/aditya-bansal/,aditya.bansal@razorx.com,51–200,bootstrapped,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,MEDIUM,,pending,False,enriched,Output doesn't reference contact's company or role — too generic
30,Sneha Reddy,Co-founder,NeoBank One,C-Suite,Fintech,5,mock,,,,,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,MEDIUM,,pending,False,not_found,Output doesn't reference contact's company or role — too generic
34,Ishaan Chopra,CTO,Quickwork,C-Suite,SaaS/B2B,5,mock,https://www.linkedin.com/in/ishaan-chopra/,ishaan.chopra@quickwork.com,5000+,bootstrapped,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,MEDIUM,,pending,False,enriched,Output doesn't reference contact's company or role — too generic
17,Shashank Kumar,Managing Director and Co-founder,Razorpay,C-Suite,Fintech,5,scraped,,,,,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,MEDIUM,,pending,False,not_found,Output doesn't reference contact's company or role — too generic
23,Saurabh Bhatia,Chief Product Officer,InsuranceFirst,C-Suite,Fintech,5,mock,,,,,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,HIGH,,pending,False,not_found,
24,Deepika Nair,Founder,WealthBridge,C-Suite,Fintech,5,mock,,,,,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,HIGH,,pending,False,not_found,
22,Priya Krishnamurthy,Co-founder & COO,LendGrid,C-Suite,Fintech,5,mock,https://www.linkedin.com/in/priya-krishnamurthy/,priya.krishnamurthy@lendgrid.com,201–500,public,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,MEDIUM,,pending,False,enriched,Output doesn't reference contact's company or role — too generic
21,Arjun Mehta,Founder & CEO,FinStack Labs,C-Suite,Fintech,5,mock,https://www.linkedin.com/in/arjun-mehta/,arjun.mehta@finstack.com,5000+,public,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,HIGH,,pending,False,enriched,
28,Ritika Gupta,Founder & CEO,Finova Capital,C-Suite,Fintech,5,mock,https://www.linkedin.com/in/ritika-gupta/,ritika.gupta@finova.com,201–500,series_a,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,HIGH,,pending,False,enriched,
27,Vikram Sinha,MD & CEO,LoanTap,C-Suite,Fintech,5,mock,,,,,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,HIGH,,pending,False,not_found,
26,Ananya Sharma,Co-founder & CTO,CreditSense,C-Suite,Fintech,5,mock,https://www.linkedin.com/in/ananya-sharma/,ananya.sharma@creditsense.com,11–50,series_c,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,MEDIUM,,pending,False,enriched,Output doesn't reference contact's company or role — too generic
25,Karan Malhotra,CEO,PayFlow India,C-Suite,Fintech,5,mock,https://www.linkedin.com/in/karan-malhotra/,karan.malhotra@payflow.com,201–500,seed,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,HIGH,,pending,False,enriched,
39,Nandita Iyer,Chief Marketing Officer,Leadsquared,C-Suite,SaaS/B2B,5,mock,,,,,"As Founder & CEO, this executive owns both product strategy and commercial outcomes. At a bootstrapped fintech operating in a margin-sensitive category, they are acutely focused on pricing strategy, competitive positioning, and unit economics as they scale without external capital to absorb mistakes.",Bootstrapped fintechs live and die by pricing discipline. Competitive benchmarking and real-time pricing intelligence directly impact their ability to acquire and retain customers without burning cash.,Maintaining competitive pricing edge without a large analytics team | Using data to defend margins as larger funded competitors undercut on price | Automating market intelligence that currently requires manual effort,MEDIUM,,pending,False,not_found,Output doesn't reference contact's company or role — too generic
